participant,exp_name,date,session,eccentricity,eccentricityDVA,gaborSize,gaborSizeDVA,gaborSF,gaborSFDVA,training-test,trial,xPosition,yPosition,meridian,contrast,ori,VF,resp,accuracy,accCount,condition,trialCount,contrastRule
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,66,0.0,668.5,meridianV,0.99,vertical,up,up,1,2,up_vertical,10,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,67,0.0,668.5,meridianV,0.48,horizontal,up,up,1,1,up_horizontal,6,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,68,-668.5,0.0,meridianH,0.02,vertical,left,up,0,0,left_vertical,5,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,69,668.5,0.0,meridianH,0.04,horizontal,right,down,0,0,right_horizontal,9,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,70,0.0,668.5,meridianV,0.48,horizontal,up,up,1,2,up_horizontal,7,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,71,0.0,668.5,meridianV,0.72,horizontal,up,up,1,3,up_horizontal,8,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,72,-668.5,0.0,meridianH,0.03,vertical,left,left,1,1,left_vertical,6,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,73,668.5,0.0,meridianH,0.45999999999999996,vertical,right,right,1,1,right_vertical,10,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,74,0.0,668.5,meridianV,0.44999999999999996,vertical,up,up,1,1,up_vertical,11,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,75,668.5,0.0,meridianH,0.45999999999999996,vertical,right,right,1,2,right_vertical,11,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,76,0.0,-668.5,meridianV,0.75,horizontal,down,down,1,2,down_horizontal,10,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,77,668.5,0.0,meridianH,0.44999999999999996,vertical,right,right,1,1,right_vertical,12,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,78,0.0,668.5,meridianV,0.47,horizontal,up,up,1,1,up_horizontal,9,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,79,-668.5,0.0,meridianH,0.45999999999999996,horizontal,left,left,1,1,left_horizontal,10,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,80,0.0,668.5,meridianV,0.47,horizontal,up,up,1,2,up_horizontal,10,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,81,0.0,-668.5,meridianV,0.87,horizontal,down,down,1,3,down_horizontal,11,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,82,0.0,-668.5,meridianV,0.44999999999999996,vertical,down,down,1,1,down_vertical,13,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,83,0.0,-668.5,meridianV,0.44999999999999996,horizontal,down,down,1,1,down_horizontal,12,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,84,668.5,0.0,meridianH,0.44999999999999996,vertical,right,right,1,2,right_vertical,13,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,85,-668.5,0.0,meridianH,0.45999999999999996,horizontal,left,left,1,2,left_horizontal,11,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,86,-668.5,0.0,meridianH,0.72,vertical,left,left,1,2,left_vertical,7,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,87,0.0,668.5,meridianV,0.45999999999999996,horizontal,up,up,1,1,up_horizontal,11,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,88,0.0,668.5,meridianV,0.44999999999999996,vertical,up,up,1,2,up_vertical,12,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,89,668.5,0.0,meridianH,0.43999999999999995,vertical,right,right,1,1,right_vertical,14,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,90,-668.5,0.0,meridianH,0.019999999999999997,vertical,left,left,1,1,left_vertical,8,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,91,0.0,-668.5,meridianV,0.82,horizontal,down,down,1,2,down_horizontal,13,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,92,668.5,0.0,meridianH,0.43999999999999995,vertical,right,right,1,2,right_vertical,15,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,93,-668.5,0.0,meridianH,0.019999999999999997,vertical,left,up,0,0,left_vertical,9,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,94,0.0,668.5,meridianV,0.43999999999999995,vertical,up,up,1,1,up_vertical,13,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,95,668.5,0.0,meridianH,0.05,horizontal,right,up,0,0,right_horizontal,10,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,96,668.5,0.0,meridianH,0.87,horizontal,right,right,1,1,right_horizontal,11,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,97,-668.5,0.0,meridianH,0.44999999999999996,horizontal,left,left,1,1,left_horizontal,12,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,98,668.5,0.0,meridianH,0.05,horizontal,right,left,0,0,right_horizontal,12,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,99,0.0,668.5,meridianV,0.45999999999999996,horizontal,up,up,1,2,up_horizontal,12,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,100,-668.5,0.0,meridianH,0.03,vertical,left,up,0,0,left_vertical,10,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,101,668.5,0.0,meridianH,0.77,vertical,right,right,1,3,right_vertical,16,highCont
